en-IN-PrabhatNeural,Male,en
en-US-AndrewMultilingualNeural,Male,en
en-US-AndrewNeural,Male,en
en-US-BrianMultilingualNeural,Male,en
en-US-BrianNeural,Male,en
en-US-ChristopherNeural,Male,en
en-US-EricNeural,Male,en
en-US-GuyNeural,Male,en
en-US-RogerNeural,Male,en
en-US-SteffanNeural,Male,en
te-IN-MohanNeural,Male,te
te-IN-ShrutiNeural,Female,te
